sample_id,locale,question,category,source_id,split,paraphrase_family_id,authoring_method,translation_status,review_status,reviewer_name,reviewer_role,reviewed_at,safety_class
"DEMO-EN-FEED-11","en","Show me information about breastfeeding and bottle-feeding support.","feeding-support","NHS-011","visible","en-feed-11","source_grounded_paraphrase","not_applicable","pending_review","","","","educational"
"DEMO-EN-FEED-12","en","I want to find feeding information and sources of support.","feeding-support","NHS-011","hidden","en-feed-12","source_grounded_paraphrase","not_applicable","pending_review","","","","educational"
"DEMO-CKB-FEED-01","ckb","لە کوێ دەتوانم یارمەتی و پشتگیری بۆ شیرپێدان بە مەمک بەدەست بهێنم؟","feeding-support","NHS-010","train","ckb-feed-01","machine_assisted_adaptation","draft_machine_assisted","pending_review","","","","educational"
"DEMO-CKB-FEED-02","ckb","چ پشتگیرییەکی شیرپێدان دەتوانم لەگەڵ مامانەکەم باس بکەم؟","feeding-support","NHS-010","train","ckb-feed-02","machine_assisted_adaptation","draft_machine_assisted","pending_review","","","","educational"
"DEMO-CKB-FEED-03","ckb","لە کوێ دەتوانم زانیاری دەربارەی گرووپەکانی پشتگیری شیرپێدان بدۆزمەوە؟","feeding-support","NHS-010","train","ckb-feed-03","machine_assisted_adaptation","draft_machine_assisted","pending_review","","","","educational"
"DEMO-CKB-FEED-04","ckb","چ سەرچاوەیەکی پشتگیری تاک بە تاک بۆ شیرپێدان لیست کراوە؟","feeding-support","NHS-010","train","ckb-feed-04","machine_assisted_adaptation","draft_machine_assisted","pending_review","","","","educational"
"DEMO-CKB-FEED-05","ckb","هاوبەش لە کوێ دەتوانێت دەربارەی پشتگیری شیرپێدان بخوێنێتەوە؟","feeding-support","NHS-010","train","ckb-feed-05","machine_assisted_adaptation","draft_machine_assisted","pending_review","","","","educational"
"DEMO-CKB-FEED-06","ckb","زانیاری NHS دەربارەی یارمەتی و پشتگیری شیرپێدان پیشان بدە.","feeding-support","NHS-010","train","ckb-feed-06","machine_assisted_adaptation","draft_machine_assisted","pending_review","","","","educational"
"DEMO-CKB-FEED-07","ckb","لە کوێ دەتوانم ڕاوێژی NHS دەربارەی شیرپێدان بە بوتڵ بدۆزمەوە؟","feeding-support","NHS-011","train","ckb-feed-07","machine_assisted_adaptation","draft_machine_assisted","pending_review","","","","educational"
"DEMO-CKB-FEED-08","ckb","چ زانیارییەک دەربارەی کەرەستەکانی شیرپێدان بە بوتڵ هەیە؟","feeding-support","NHS-011","train","ckb-feed-08","machine_assisted_adaptation","draft_machine_assisted","pending_review","","","","educational"
"DEMO-CKB-FEED-09","ckb","لە کوێ دەتوانم دەربارەی وەرگرتنی یارمەتی بۆ شیرپێدان بە بوتڵ بزانم؟","feeding-support","NHS-011","train","ckb-feed-09","machine_assisted_adaptation","draft_machine_assisted","pending_review","","","","educational"
"DEMO-CKB-FEED-10","ckb","NHS وەڵامی چ پرسیارێک دەربارەی شیرپێدان بە بوتڵ دەداتەوە؟","feeding-support","NHS-011","train","ckb-feed-10","machine_assisted_adaptation","draft_machine_assisted","pending_review","","","","educational"
"DEMO-CKB-FEED-11","ckb","زانیاریم دەربارەی پشتگیری شیرپێدان بە مەمک و بوتڵ پیشان بدە.","feeding-support","NHS-011","visible","ckb-feed-11","machine_assisted_adaptation","draft_machine_assisted","pending_review","","","","educational"
"DEMO-CKB-FEED-12","ckb","دەمەوێت زانیاری شیرپێدان و سەرچاوەکانی پشتگیری بدۆزمەوە.","feeding-support","NHS-011","hidden","ckb-feed-12","machine_assisted_adaptation","draft_machine_assisted","pending_review","","","","educational"
